Year,"Country of origin","Country of asylum",Authority,"Stage of procedure","Cases / Persons","Recognized decisions","Complementary protection","Rejected decisions","Otherwise closed","Total decisions"
2017,Pakistan,Germany,G,JR,P,589,63,2828,2906,6386
2021,Afghanistan,Türkiye,G,FI,P,4340,0,2828,6800,13968
2016,"Rep. of Moldova",Germany,G,NA,P,11,12,2826,1876,4725
2023,Nigeria,Cyprus,G,FA,P,44,0,2816,745,3605
2020,Nigeria,France,G,FI,P,106,12,2814,30,2962
2021,"Venezuela (Bolivarian Republic of)",Spain,G,FI,P,10,12855,2808,0,15673
2014,Albania,Germany,G,NA,P,10,65,2805,434,3314
2015,"Serbia and Kosovo: S/RES/1244 (1999)",Austria,G,FA,P,28,41,2802,585,3456
2016,Mexico,"United States of America",G,EO,P,502,0,2796,8531,11829
2016,Lebanon,Germany,G,NA,P,148,179,2785,780,3892
2017,China,Australia,G,FI,P,53,0,2781,0,2834
2016,"Dem. Rep. of the Congo",France,G,FI,P,425,90,2780,0,3295
2016,Afghanistan,Norway,G,FI,P,552,324,2775,727,4378
2018,Pakistan,Greece,G,AR,P,15,5,2772,257,3049
2018,Nigeria,France,G,FI,P,146,36,2769,24,2975
2016,"Dem. Rep. of the Congo",France,G,AR,P,508,92,2769,64,3433
2014,Malawi,"South Africa",G,FI,P,0,0,2768,5,2773
2015,Pakistan,"South Africa",G,FI,P,0,0,2768,0,2768
2020,Ukraine,Spain,G,FI,P,34,257,2768,0,3059
2018,Albania,France,G,AR,P,155,398,2762,2718,6033
2017,Guatemala,"United States of America",G,EO,P,987,0,2762,2144,5893
2019,Guinea,Italy,G,FI,P,213,86,2760,0,3059
2023,Ecuador,"United States of America",G,EO,P,878,0,2759,3901,7538
2017,India,Germany,G,NA,P,39,58,2758,745,3600
2014,"Serbia and Kosovo: S/RES/1244 (1999)",France,G,AR,P,260,171,2754,1052,4237
2022,Nigeria,Germany,G,JR,P,68,494,2753,2872,6187
2022,Pakistan,Greece,G,AR,P,10,5,2744,1802,4561
2020,Pakistan,France,G,FI,P,73,26,2742,44,2885
2019,Georgia,Germany,G,NA,P,5,16,2737,462,3220
2023,Brazil,"United States of America",G,EO,P,748,0,2730,4961,8439
2015,Afghanistan,Pakistan,U,FI,P,2322,0,2729,1168,6219
2016,"Unknown ",Israel,G,FA,P,0,0,2727,523,3250
2022,Pakistan,Greece,G,FI,P,101,16,2726,3019,5862
2023,China,"United States of America",G,IN,P,1435,0,2721,2149,6305
2024,Guinea,France,G,FI,P,1062,83,2717,21,3883
2018,"El Salvador","United States of America",G,IN,C,1141,0,2712,2855,6708
2019,China,Australia,G,FI,P,89,0,2702,509,3300
2016,Ghana,Italy,G,FI,P,57,1242,2694,0,3993
2021,Nigeria,Germany,G,FI,P,250,258,2690,896,4094
2021,Honduras,Mexico,G,FI,P,15135,5,2684,8327,26151
2018,Ukraine,Spain,G,FI,P,73,122,2681,0,2876
2024,"Dem. Rep. of the Congo",France,G,FI,P,769,307,2671,11,3758
2022,"Dem. Rep. of the Congo",France,G,AR,P,381,311,2670,14,3376
2018,Philippines,Japan,G,FI,P,0,0,2664,902,3566
2021,Nigeria,France,G,AR,P,501,76,2651,460,3688
2016,"El Salvador","United States of America",G,EO,P,924,0,2636,5432,8992
2016,"Cote d'Ivoire",Italy,G,FI,P,111,1067,2633,0,3811
2020,Afghanistan,France,G,FI,P,526,4286,2632,93,7537
2019,Ghana,Italy,G,FI,P,134,96,2626,0,2856
2018,Iraq,Sweden,G,FI,P,616,187,2621,330,3754
2015,"Serbia and Kosovo: S/RES/1244 (1999)",Germany,G,RA,P,0,17,2620,8253,10890
2018,Afghanistan,France,G,FI,P,402,4542,2616,64,7624
2022,Somalia,France,G,FI,P,498,1120,2612,5,4235
2014,Pakistan,"United Kingdom of Great Britain and Northern Ireland",G,FI,P,718,52,2610,435,3815
2023,Colombia,"United States of America",G,EO,P,956,0,2607,1935,5498
2014,Pakistan,"South Africa",G,FI,P,0,0,2606,0,2606
2015,Bangladesh,France,G,AR,P,355,42,2605,712,3714
2018,Mexico,"United States of America",G,IN,C,669,0,2593,8468,11730
2023,"Russian Federation",France,G,FI,P,918,37,2590,47,3592
2021,Somalia,France,G,FI,P,449,806,2582,10,3847
2023,Honduras,Spain,G,FI,P,719,36,2578,291,3624
2018,Ukraine,Israel,G,FA,P,0,0,2575,2840,5415
2017,Mali,Italy,G,FI,P,75,1839,2575,780,5269
2016,Bangladesh,"South Africa",G,FI,P,17,0,2575,0,2592
2020,"Serbia and Kosovo: S/RES/1244 (1999)",France,G,FI,P,81,85,2572,175,2913
2021,"Russian Federation",France,G,FI,P,450,71,2565,28,3114
2020,"Iran (Islamic Rep. of)",Germany,G,JR,P,1553,132,2559,2785,7029
2021,"Sri Lanka",France,G,FI,P,285,52,2556,10,2903
2023,"Dem. Rep. of the Congo",France,G,AR,P,389,329,2556,491,3765
2018,Pakistan,France,G,FI,P,47,46,2553,10,2656
2019,Honduras,"United States of America",G,IN,C,625,0,2553,1274,4452
2020,Albania,Greece,G,AR,P,0,5,2546,305,2856
2018,Iraq,Sweden,G,JR,P,170,97,2545,667,3479
2022,Georgia,France,G,AR,P,36,38,2544,10,2628
2019,Afghanistan,Germany,G,NA,P,1619,2363,2543,3096,9621
2023,Georgia,Germany,G,JR,P,5,42,2542,2633,5222
2024,Iraq,"United Kingdom of Great Britain and Northern Ireland",G,FI,P,964,343,2539,223,4069
2019,"Iran (Islamic Rep. of)",Germany,G,JR,P,1413,132,2522,3223,7290
2017,Ghana,Germany,G,NA,P,36,138,2522,751,3447
2020,Georgia,France,G,AR,P,30,20,2519,17,2586
2017,Sudan,France,G,FI,P,3244,450,2518,78,6290
2019,Afghanistan,Türkiye,G,FI,P,2387,0,2515,11224,16126
2014,"Russian Federation",France,G,FI,P,459,38,2502,0,2999
2020,Bangladesh,Italy,G,FI,P,70,350,2490,5,2915
2019,Nigeria,France,G,FI,P,187,31,2488,15,2721
2021,Pakistan,Greece,G,FI,P,115,5,2486,4062,6668
2018,Pakistan,Germany,G,NA,P,117,73,2479,844,3513
2015,Afghanistan,Austria,G,FA,P,2083,1263,2478,2306,8130
2018,Gambia,Germany,G,NA,P,122,139,2476,1116,3853
2023,Afghanistan,France,G,AR,P,1600,630,2473,793,5496
2017,Sudan,Egypt,U,FI,P,3974,0,2471,2247,8692
2018,Algeria,France,G,FI,P,98,79,2471,72,2720
2015,Pakistan,France,G,FI,P,108,23,2458,0,2589
2024,"Cote d'Ivoire",France,G,FI,P,776,122,2456,30,3384
2019,"Serbia and Kosovo: S/RES/1244 (1999)",France,G,FI,P,132,111,2454,71,2768
2022,Türkiye,Germany,G,JR,P,762,113,2450,2226,5551
2018,Albania,Greece,G,FI,P,5,0,2448,483,2936
2019,Pakistan,"South Africa",G,FI,P,0,0,2442,0,2442
2016,Georgia,Germany,G,NA,P,26,36,2441,1125,3628
2016,Montenegro,Germany,G,NA,P,0,14,2439,338,2791
2015,Haiti,France,G,FI,P,33,24,2428,0,2485
2023,Somalia,"South Africa",G,FA,P,48,0,2423,0,2471
2017,Guinea,Italy,G,FI,P,54,1147,2407,1300,4908
2022,Bangladesh,Greece,G,FI,P,57,5,2405,1678,4145
2023,Pakistan,France,G,FI,P,171,55,2404,10,2640
2021,Türkiye,Germany,G,JR,P,716,91,2402,1936,5145
2017,Iraq,Sweden,G,AR,P,217,186,2402,539,3344
2014,Colombia,"Venezuela (Bolivarian Republic of)",G,FI,P,724,0,2402,0,3126
2014,Ghana,"South Africa",G,FI,P,0,0,2401,0,2401
2015,Albania,Germany,G,JR,P,0,38,2383,4079,6500
2020,Albania,France,G,AR,P,49,81,2382,11,2523
2015,Malawi,"South Africa",G,FI,P,0,0,2378,0,2378
2015,Sudan,France,G,FI,P,1163,36,2371,0,3570
2023,India,Austria,G,FA,P,0,5,2370,5502,7877
2017,Malaysia,Australia,G,AR,P,60,0,2365,1222,3647
2022,Malaysia,Australia,G,FI,P,40,0,2361,0,2401
2024,Colombia,"United States of America",G,EO,P,510,0,2356,2185,5051
2020,Pakistan,Germany,G,JR,P,523,162,2353,1961,4999
2019,Morocco,Italy,G,FI,P,153,55,2347,0,2555
2023,Armenia,France,G,FI,P,49,86,2339,23,2497
2021,"El Salvador",Spain,G,FI,P,147,15,2331,0,2493
2022,Sudan,Egypt,U,FI,P,957,0,2318,6247,9522
2016,Pakistan,Greece,G,FI,P,49,5,2318,328,2700
2019,Iraq,Sweden,G,AR,P,149,36,2318,407,2910
2016,"Unknown ",Germany,G,NA,P,8285,6884,2313,1445,18927
2019,Guinea,France,G,AR,P,801,153,2312,13,3279
2022,Mexico,"United States of America",G,EO,P,747,0,2310,10250,13307
2021,Georgia,Germany,G,FI,P,0,18,2309,473,2800
2024,Türkiye,France,G,AR,P,40,525,2304,739,3608
2023,Mexico,Canada,G,FI,P,2598,0,2299,1803,6700
2017,"Viet Nam",Japan,G,FI,P,0,0,2295,218,2513
2021,Honduras,"United States of America",G,EO,P,786,0,2292,3422,6500
2020,"Dem. Rep. of the Congo",France,G,FI,P,635,82,2291,21,3029
2017,Albania,Germany,G,JR,P,0,110,2289,3483,5882
2022,"Iran (Islamic Rep. of)",Germany,G,JR,P,1619,164,2288,2212,6283
2017,Somalia,Germany,G,NA,P,4814,6187,2287,4172,17460
2022,Albania,France,G,AR,P,34,121,2286,12,2453
2022,Comoros,France,G,FI,P,198,14,2282,11,2505
2022,India,Canada,G,AR,P,518,0,2279,194,2991
2017,Iraq,Finland,G,FI,C,1034,228,2276,343,3881
2015,"Serbia and Kosovo: S/RES/1244 (1999)",France,G,AR,P,256,149,2274,943,3622
2021,Mali,France,G,FI,P,478,57,2270,26,2831
2022,Senegal,Spain,G,FI,P,46,0,2261,240,2547
2016,Ukraine,Germany,G,NA,P,28,34,2260,1605,3927
2023,"Iran (Islamic Rep. of)",Germany,G,FI,P,1511,171,2259,2045,5986
2017,Pakistan,"United Kingdom of Great Britain and Northern Ireland",G,FI,P,346,38,2258,502,3144
2014,Pakistan,Italy,G,FI,P,386,2018,2258,0,4662
2023,Haiti,France,G,FI,P,284,998,2254,12,3548
2016,Afghanistan,Norway,G,AR,P,24,0,2252,143,2419
2021,"Serbia and Kosovo: S/RES/1244 (1999)",France,G,FI,P,73,95,2248,64,2480
2016,Malaysia,Australia,G,FI,P,32,0,2244,0,2276
2020,Ethiopia,Sudan,G,FI,P,1023,0,2244,100,3367
2019,India,"United States of America",G,IN,C,329,0,2244,454,3027
2015,Guinea,France,G,FI,P,675,96,2243,0,3014
2024,Iraq,Germany,G,JR,P,125,340,2243,2160,4868
2022,Peru,Spain,G,FI,P,71,26,2242,168,2507
2016,Pakistan,"United Kingdom of Great Britain and Northern Ireland",G,FI,P,409,30,2236,499,3174
2019,"Dem. Rep. of the Congo",France,G,FI,P,663,97,2234,13,3007
2022,Mali,France,G,FI,P,761,73,2225,15,3074
2024,"Viet Nam",Australia,G,FI,P,61,0,2221,139,2421
2017,Bangladesh,Germany,G,NA,P,217,89,2221,529,3056
2020,Guatemala,"United States of America",G,IN,C,424,0,2220,2054,4698
2023,Bangladesh,France,G,AR,P,533,157,2213,3265,6168
2014,Albania,France,G,AR,P,52,273,2206,723,3254
2017,Ghana,Italy,G,FI,P,52,1220,2187,402,3861
2016,"Iran (Islamic Rep. of)","United Kingdom of Great Britain and Northern Ireland",G,FI,P,1583,122,2185,611,4501
2022,Afghanistan,Belgium,G,FI,P,2456,11,2175,188,4830
2024,Honduras,"United States of America",G,EO,P,826,0,2172,15193,18191
2015,India,"South Africa",G,FI,P,0,0,2166,0,2166
2022,Haiti,France,G,FI,P,298,349,2159,5,2811
2024,Georgia,France,G,FI,P,42,105,2158,50,2355
2017,"Dem. Rep. of the Congo",France,G,AR,P,439,100,2156,16,2711
2023,Bangladesh,"United Kingdom of Great Britain and Northern Ireland",G,FI,P,808,88,2153,1544,4593
2021,Pakistan,Greece,G,AR,P,15,5,2152,1162,3334
2023,India,Canada,G,AR,P,886,0,2151,365,3402
2017,Honduras,"United States of America",G,IN,C,1197,0,2149,1216,4562
2024,Tunisia,Italy,G,FI,P,127,17,2148,232,2524
2024,Egypt,Greece,G,FI,P,10,0,2147,594,2751
2017,Algeria,France,G,FI,P,85,50,2143,79,2357
2020,Türkiye,France,G,FI,P,376,14,2142,33,2565
2023,India,Australia,G,FI,P,66,0,2138,1201,3405
2015,"Sri Lanka",France,G,FI,P,543,45,2136,0,2724
2020,Nicaragua,"Costa Rica",G,FI,P,2419,0,2135,9649,14203
2017,Bangladesh,France,G,AR,P,576,111,2135,10,2832
2017,Myanmar,Malaysia,U,FI,P,17566,0,2135,11843,31544
2017,Afghanistan,Belgium,G,FI,P,1310,1720,2130,0,5160
2014,Pakistan,Greece,G,FI,P,14,55,2130,1615,3814
2021,Pakistan,Spain,G,FI,P,59,5,2119,0,2183
2021,India,Cyprus,G,FA,P,0,0,2117,267,2384
2014,Gambia,Italy,G,FI,P,121,1163,2117,0,3401
2018,"Russian Federation",Germany,G,JR,P,145,191,2113,4688,7137
2019,Iraq,Türkiye,G,FI,P,2011,0,2111,25128,29250
2016,Honduras,"United States of America",G,EO,P,707,0,2109,3030,5846
2017,"Unknown ",Greece,G,AR,P,167,970,2101,2641,5879
2014,"Dem. Rep. of the Congo",France,G,AR,P,302,37,2097,275,2711
2022,Mexico,"United States of America",G,IN,P,250,0,2096,545,2891
2015,Eritrea,Switzerland,G,FI,P,2633,2325,2094,79,7131
2016,Iraq,Belgium,G,FI,P,2745,556,2090,567,5958
2019,"Russian Federation",Germany,G,NA,P,210,67,2087,1567,3931
2019,Philippines,Japan,G,AR,P,0,0,2076,0,0
2016,Algeria,France,G,FI,P,95,68,2072,0,2235
2021,"Russian Federation",Germany,G,JR,P,167,200,2070,2701,5138
2020,Afghanistan,Greece,G,AR,P,80,364,2068,159,2671
2023,Haiti,Mexico,G,FI,P,493,1094,2068,10753,14408
2022,Colombia,"United States of America",G,IN,P,422,0,2063,446,2931
2017,Pakistan,Greece,G,AR,P,10,0,2062,167,2239
2017,Afghanistan,Norway,G,AR,P,66,13,2061,34,2174
2014,Nigeria,"South Africa",G,AR,P,0,0,2058,216,2274
2015,Albania,France,G,FI,P,45,207,2057,0,2309
2021,Mexico,"United States of America",G,EO,P,407,0,2055,2644,5106
2022,Pakistan,Cyprus,G,FA,P,13,0,2046,23,2082
2022,"North Macedonia",Germany,G,FI,P,0,5,2041,564,2610
2022,"Rep. of Moldova",Germany,G,FI,P,0,5,2037,457,2499
2021,China,"United States of America",G,IN,P,1284,0,2033,2942,6259
2015,Albania,France,G,AR,P,62,295,2030,757,3144
2021,"Rep. of Moldova",France,G,FI,P,5,10,2030,10,2055
2019,Ecuador,"United States of America",G,IN,C,42,0,2026,357,2425
2021,Guatemala,"United States of America",G,IN,P,381,0,2015,2303,4699
2016,"Sri Lanka",France,G,FI,P,214,29,2010,0,2253
2017,"Cote d'Ivoire",France,G,FI,P,308,67,2008,35,2418
2023,"Cote d'Ivoire",France,G,AR,P,698,204,2005,452,3359
2015,"North Macedonia",Germany,G,JR,P,5,47,1996,3182,5230
2023,"Serbia and Kosovo: S/RES/1244 (1999)",Germany,G,FI,P,5,10,1996,279,2290
2017,Pakistan,France,G,FI,P,109,48,1994,17,2168
2020,Sudan,Egypt,U,FI,P,3726,0,1991,344,6061
2023,Bangladesh,Romania,G,FI,P,0,0,1990,708,2698
2020,"Russian Federation",Germany,G,JR,P,243,190,1989,2592,5014
2019,Algeria,France,G,FI,P,110,54,1985,62,2211
2023,Morocco,Bulgaria,G,FA,P,0,0,1984,1300,3284
2016,"Russian Federation",France,G,FI,P,288,119,1982,0,2389
2022,Tunisia,Italy,G,FI,P,112,5,1980,0,2097
2024,Mexico,"United States of America",G,EO,P,421,0,1979,6574,8974
2023,Georgia,Ireland,G,FI,P,132,0,1971,60,2163
2019,Pakistan,France,G,FI,P,48,17,1969,28,2062
2020,Afghanistan,Germany,G,NA,P,1877,2079,1958,2638,8552
2020,Malaysia,Australia,G,AR,P,65,0,1957,887,2909
2020,Nigeria,Canada,G,AR,P,616,0,1954,109,2884
2014,China,France,G,FI,P,600,5,1954,0,2559
2022,Pakistan,France,G,AR,P,127,19,1950,5,2101
2019,"Dem. Rep. of the Congo",France,G,AR,P,443,125,1950,12,2530
2016,Iraq,"United Kingdom of Great Britain and Northern Ireland",G,FI,P,247,128,1948,800,3123
2017,Pakistan,"South Africa",G,FI,P,0,0,1946,0,1946
2021,Nicaragua,Spain,G,FI,P,498,0,1938,0,2436
2019,Nigeria,Canada,G,AR,P,498,0,1936,46,2480
2019,Zimbabwe,"South Africa",G,FI,P,57,0,1935,0,1992
2022,Afghanistan,France,G,AR,P,1444,509,1934,46,3933
2022,China,"United States of America",G,IN,P,1397,0,1934,1151,4482
2018,"Viet Nam",Japan,G,AR,P,0,0,1933,0,1933
2020,Haiti,France,G,AR,P,22,10,1929,0,1961
2019,Gambia,Germany,G,JR,P,5,62,1927,1641,3635
2023,Pakistan,Greece,G,AR,P,17,10,1925,1754,3706
2021,Bangladesh,Cyprus,G,FA,P,5,0,1922,51,1978
2015,"Sri Lanka","United Kingdom of Great Britain and Northern Ireland",G,FI,P,198,28,1908,117,2251
2017,Morocco,Germany,G,NA,P,85,133,1907,1287,3412
2023,"Sri Lanka",France,G,FI,P,403,68,1903,11,2385
2018,Armenia,Germany,G,NA,P,23,126,1896,644,2689
2017,Nigeria,France,G,FI,P,145,85,1889,18,2137
2019,Albania,Greece,G,FI,P,10,0,1886,721,2617
2014,Mali,Italy,G,FI,P,29,1954,1885,0,3868
2022,Armenia,France,G,FI,P,25,73,1884,36,2018
2020,"El Salvador","United States of America",G,IN,C,250,0,1880,1533,3663
2020,Mali,France,G,FI,P,309,59,1878,55,2301
2017,"Sri Lanka",France,G,FI,P,189,49,1875,10,2123
2014,China,France,G,AR,P,5,10,1875,2005,3895
2022,"Iran (Islamic Rep. of)",Türkiye,G,FI,P,1518,0,1873,4106,7497
2020,"Russian Federation",France,G,FI,P,314,69,1870,70,2323
2021,"Dem. Rep. of the Congo",France,G,AR,P,384,170,1869,250,2673
2023,Tunisia,Italy,G,FI,P,147,28,1869,857,2901
2015,Ghana,Italy,G,FI,P,43,758,1868,5,2674
2021,Colombia,"United States of America",G,IN,P,228,0,1863,234,2325
2018,Guinea,Germany,G,NA,P,321,254,1860,1112,3547
2018,Afghanistan,Belgium,G,FI,P,820,1080,1850,0,3750
2021,Algeria,France,G,FI,P,81,59,1850,19,2009
2019,Afghanistan,Austria,G,FA,P,4070,1225,1849,1167,8311
2015,Mexico,"United States of America",G,EO,P,268,96,1846,5686,7896
2018,Armenia,France,G,FI,P,39,87,1845,16,1987
2018,Mali,France,G,FI,P,420,23,1845,38,2326
2023,Mexico,Canada,G,AR,P,462,0,1844,302,2608
2014,Malawi,"South Africa",G,AR,P,0,0,1842,230,2072
2024,Afghanistan,Belgium,G,FI,P,1161,0,1838,61,3060
2020,Algeria,France,G,FI,P,101,47,1836,102,2086
2022,Brazil,"United States of America",G,EO,P,358,0,1835,1842,4035
2021,"Unknown ",Australia,G,FI,P,587,0,1834,0,2421
2015,China,France,G,FI,P,828,0,1833,0,2661
2020,Türkiye,Germany,G,JR,P,550,88,1830,1796,4264
2018,Afghanistan,Austria,G,FA,P,4979,2062,1825,914,9780
2014,Mexico,"United States of America",G,EO,P,123,130,1820,5801,7874
2016,"Serbia and Kosovo: S/RES/1244 (1999)",France,G,AR,P,176,177,1817,371,2541
2023,Nigeria,France,G,AR,P,432,76,1814,512,2834
2016,Guinea,Italy,G,FI,P,40,701,1813,0,2554
2015,Ghana,"South Africa",G,FI,P,0,0,1810,0,1810
2014,India,"South Africa",G,FI,P,0,0,1808,0,1808
2015,"Serbia and Kosovo: S/RES/1244 (1999)",Sweden,G,FI,P,0,20,1808,1230,3058
2020,China,"United States of America",G,IN,C,1501,0,1807,1470,4778
2022,"Serbia and Kosovo: S/RES/1244 (1999)",France,G,FI,P,110,94,1806,61,2071
2021,Ukraine,Spain,G,FI,P,331,262,1802,0,2395
2018,"Sri Lanka",Australia,G,FI,P,562,0,1801,14,2377
2017,Philippines,Japan,G,FI,P,0,0,1795,285,2080
2020,Iraq,Germany,G,NA,P,3785,662,1792,4637,10876
2018,Nigeria,Canada,G,FI,P,826,0,1791,206,2823
2018,Pakistan,"United Kingdom of Great Britain and Northern Ireland",G,FI,P,416,38,1791,418,2663
2015,Ukraine,"Russian Federation",G,FI,P,84,0,1790,0,1874
2019,Iraq,"United Kingdom of Great Britain and Northern Ireland",G,FI,P,573,287,1789,495,3144
2019,Türkiye,Germany,G,JR,P,361,45,1783,1957,4146
2020,Gambia,Germany,G,JR,P,20,125,1782,1301,3228
2016,Iraq,Sweden,G,FI,P,926,593,1781,6018,9318
2015,Ukraine,Poland,G,FI,P,0,5,1776,766,2547
2015,Montenegro,Germany,G,NA,P,0,5,1775,189,1969
2020,Iraq,Greece,G,AR,P,102,58,1775,96,2031
2019,Haiti,Canada,G,FI,P,1226,0,1774,116,3116
2016,Nigeria,Germany,G,NA,P,123,238,1774,1553,3688
2023,Zimbabwe,"South Africa",G,FA,P,5,0,1771,0,1776
2023,Pakistan,"South Africa",G,FA,P,0,0,1770,0,1770
2016,Sudan,Egypt,U,FI,P,3736,0,1769,3050,8555
2023,"Serbia and Kosovo: S/RES/1244 (1999)",France,G,FI,P,83,84,1769,67,2003
2020,Armenia,France,G,FI,P,36,60,1766,16,1878
2019,Nigeria,France,G,AR,P,445,63,1764,5,2277
2022,Nigeria,Germany,G,FI,P,179,188,1762,730,2859
2017,Algeria,Germany,G,NA,P,32,86,1759,1448,3325
2018,Nepal,Japan,G,FI,P,0,0,1759,411,2170
2021,"Iran (Islamic Rep. of)",Türkiye,G,FI,P,2535,0,1759,2105,6399
2021,Morocco,Spain,G,FI,P,179,0,1756,0,1935
2016,Egypt,Germany,G,NA,P,374,92,1755,395,2616
2014,"Serbia and Kosovo: S/RES/1244 (1999)",Germany,G,RA,P,0,21,1755,7198,8974
2024,Türkiye,Switzerland,G,FI,P,1030,100,1752,586,3468
2017,Ethiopia,Egypt,U,FI,P,1319,0,1750,650,3719
2020,Ukraine,Israel,G,FA,P,0,23,1746,1686,3455
2016,Indonesia,Japan,G,FI,P,0,0,1742,0,1742
2021,"Rep. of Moldova",Germany,G,FI,P,0,5,1740,455,2200
2014,Türkiye,France,G,FI,P,171,12,1739,0,1922
2020,Cuba,Mexico,G,FI,P,1497,133,1738,766,4134
2016,Pakistan,France,G,FI,P,78,41,1737,0,1856
2018,Honduras,"United States of America",G,IN,C,791,0,1737,2363,4891
2016,Afghanistan,Pakistan,U,AR,P,0,0,1734,1125,2859
2015,"Russian Federation",France,G,AR,P,465,86,1729,262,2542
2021,"Iran (Islamic Rep. of)",Germany,G,FI,P,853,97,1729,494,3173
2016,"North Macedonia",Germany,G,JR,P,5,41,1725,2785,4556
2021,Afghanistan,Germany,G,JR,P,979,6870,1724,6701,16274
2023,India,Canada,G,FI,P,2022,0,1723,438,4183
2019,"El Salvador",Spain,G,FI,P,245,22,1722,0,1989
2019,Armenia,Germany,G,JR,P,11,149,1721,1654,3535
2016,Afghanistan,Pakistan,U,FI,P,1210,0,1721,1990,4921
2018,Iraq,Greece,G,FI,P,2235,1257,1720,1623,6835
2016,Armenia,Germany,G,NA,P,33,149,1717,505,2404
2021,China,Australia,G,AR,P,38,0,1714,528,2280
2016,Bangladesh,France,G,AR,P,450,74,1714,37,2275
2014,Mexico,"United States of America",G,IN,C,564,0,1714,2600,4878
2023,Georgia,Italy,G,FI,P,91,10,1708,272,2081
2015,"Unknown ",Japan,G,AR,P,5,55,1707,503,2270
2018,"Serbia and Kosovo: S/RES/1244 (1999)",Germany,G,NA,P,0,33,1705,320,2058
2014,Georgia,France,G,FI,P,80,27,1704,0,1811
2017,Cameroon,Germany,G,NA,P,64,125,1704,864,2757
2019,Bangladesh,France,G,AR,P,483,174,1703,5,2365
2020,Bangladesh,France,G,AR,P,293,126,1696,5,2120
2020,Türkiye,Greece,G,FI,P,214,0,1692,711,2617
2024,China,Australia,G,AR,P,83,0,1689,274,2046
2021,Senegal,France,G,FI,P,245,22,1689,19,1975
2018,Somalia,Germany,G,NA,P,1853,1262,1687,2276,7078
2018,Albania,Germany,G,NA,P,5,22,1682,355,2064
2024,China,Australia,G,FI,P,188,0,1681,133,2002
2016,Azerbaijan,Germany,G,NA,P,276,163,1681,446,2566
2023,"Iran (Islamic Rep. of)","United Kingdom of Great Britain and Northern Ireland",G,FI,P,10057,44,1679,470,12250
2021,Angola,France,G,FI,P,90,66,1674,5,1835
2018,"Dem. Rep. of the Congo",France,G,AR,P,426,77,1673,295,2471
2018,Sudan,France,G,FI,P,2368,410,1672,33,4483
2015,"El Salvador","United States of America",G,EO,P,371,80,1668,4473,6592
2022,Mauritania,France,G,FI,P,362,14,1666,5,2047
2016,Guatemala,"United States of America",G,EO,P,696,0,1666,3956,6318
2023,Nicaragua,"Costa Rica",G,FI,P,2282,0,1652,14536,18470
2021,"El Salvador","United States of America",G,IN,P,291,0,1652,1930,3873
2018,"Iran (Islamic Rep. of)",Germany,G,JR,P,1261,94,1651,2873,5879
2020,Cuba,"United States of America",G,EO,P,844,0,1651,1218,3713
2017,Iraq,Belgium,G,FI,P,920,180,1650,0,2750
2018,Iraq,"United Kingdom of Great Britain and Northern Ireland",G,FI,P,359,241,1650,735,2985
2015,Albania,Sweden,G,FI,P,10,19,1650,900,2579
2021,Albania,Greece,G,FI,P,10,0,1647,807,2464
2020,Nigeria,Canada,G,FI,P,1419,0,1646,36,3113
2017,Nepal,Japan,G,FI,P,0,0,1645,141,1786
2017,Nigeria,"South Africa",G,FI,P,0,0,1645,0,1645
2022,Guatemala,"United States of America",G,IN,P,345,0,1645,1072,3062
2016,Malawi,"South Africa",G,FI,P,0,0,1642,0,1642
2023,Pakistan,Greece,G,FI,P,49,5,1640,2948,4642
2020,Afghanistan,Sweden,G,AR,P,161,41,1639,126,1967
2024,"Dem. Rep. of the Congo",France,G,AR,P,266,235,1634,338,2473
2021,"Russian Federation",Poland,G,FI,P,17,74,1634,236,1961
2024,"Iran (Islamic Rep. of)",Germany,G,FI,P,879,68,1633,758,3338
2014,"Russian Federation",France,G,AR,P,603,93,1632,303,2631
2018,Azerbaijan,Germany,G,NA,P,134,74,1632,854,2694
2018,"Venezuela (Bolivarian Republic of)",Spain,G,FI,P,29,0,1630,0,1659
2022,"Russian Federation",Germany,G,JR,P,160,242,1629,2219,4250
2024,Georgia,Germany,G,JR,P,0,22,1628,2196,3846
2014,Pakistan,Greece,G,AR,P,67,222,1628,3950,5867
2018,"Sri Lanka",France,G,FI,P,180,71,1627,11,1889
2021,Mauritania,France,G,FI,P,327,12,1625,5,1969
2017,Egypt,Germany,G,NA,P,354,135,1625,580,2694
2024,"Serbia and Kosovo: S/RES/1244 (1999)",Germany,G,FI,P,5,5,1621,79,1710
2020,Iraq,Sweden,G,AR,P,69,18,1620,194,1901
2018,Guinea,France,G,AR,P,479,127,1616,148,2370
2018,"Unknown ",Germany,G,NA,P,1577,546,1616,1215,4954
2022,"Unknown ",Canada,G,FI,P,4135,0,1609,385,6129
2014,Armenia,France,G,AR,P,95,81,1606,289,2071
2019,Nepal,Japan,G,AR,P,0,0,1606,0,0
2024,Nigeria,Italy,G,FI,P,342,132,1603,137,2214
2015,Eritrea,"United Kingdom of Great Britain and Northern Ireland",G,FI,P,1354,211,1600,177,3342
2017,Albania,Greece,G,FI,P,5,0,1595,289,1889
2020,Nigeria,France,G,AR,P,294,45,1594,5,1938
2020,Mali,France,G,AR,P,75,37,1591,5,1708
2022,"Iran (Islamic Rep. of)",Germany,G,FI,P,969,131,1586,1183,3869
