year,country,term,concerned-group,human-rights-theme,annotaion type
 CAT/C/BDI/CO/3 (CAT 2023 ) ,['Burundi'],Excessive use of force,"['Law enforcement / police & prison officials', 'Public officials']","['Rule of law & impunity', 'Human rights education, trainings & awareness raising', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)']",['Recommendations']
 CAT/C/CRI/CO/3 (CAT 2023 ) ,['Costa Rica'],Pretrial detention,['Persons deprived of their liberty & detainees'],['Administration of justice & fair trial'],['Concerns/Observations']
 CAT/C/SVN/CO/4 (CAT 2023 ) ,['Slovenia'],Juvenile justice,"['Children', 'Youth & juveniles', 'Judges, lawyers and prosecutors', 'Persons deprived of their liberty & detainees']","['Children: juvenile justice', 'Administration of justice & fair trial', 'Children: definition; general principles; protection', 'Conditions of detention']",['Recommendations']
 CAT/C/CRI/CO/3 (CAT 2023 ) ,['Costa Rica'],Pretrial detention,"['Women & girls', 'Persons deprived of their liberty & detainees']","['Administration of justice & fair trial', 'Conditions of detention']",['Recommendations']
 CAT/C/CRI/CO/3 (CAT 2023 ) ,['Costa Rica'],Conditions of detention,"['Medical staff / health professionals', 'Persons deprived of their liberty & detainees']","['Administration of justice & fair trial', 'Legal & institutional reform', 'Labour rights and right to work', 'National Human Rights Action Plans (or specific areas) / implementation plans', 'Right to health', 'Conditions of detention']",['Concerns/Observations']
 CAT/C/SVN/CO/4 (CAT 2023 ) ,['Slovenia'],Disciplinary sanctions,"['Children', 'Persons deprived of their liberty & detainees']","['Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Conditions of detention']",['Concerns/Observations']
 CAT/C/KIR/CO/1 (CAT 2023 ) ,['Kiribati'],Monitoring of detention facilities,['not provided'],"['Inter-State cooperation and assistance', 'Conditions of detention']",['Concerns/Observations']
 CAT/C/SVN/CO/4 (CAT 2023 ) ,['Slovenia'],Disciplinary sanctions,"['Children', 'Youth & juveniles', 'Persons deprived of their liberty & detainees']","['Children: juvenile justice', 'Constitutional & legislative framework', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Conditions of detention']",['Recommendations']
 CAT/C/CRI/CO/3 (CAT 2023 ) ,['Costa Rica'],Conditions of detention,"['Law enforcement / police & prison officials', 'Persons deprived of their liberty & detainees']","['Administration of justice & fair trial', 'Labour rights and right to work', 'Right to health', 'Conditions of detention']",['Recommendations']
 CAT/C/SVN/CO/4 (CAT 2023 ) ,['Slovenia'],"Complaints, investigation and prosecution of acts of torture and ill-treatment","['Law enforcement / police & prison officials', 'Medical staff / health professionals', 'Persons deprived of their liberty & detainees']","['Rule of law & impunity', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)']",['Concerns/Observations']
 CAT/C/BDI/CO/3 (CAT 2023 ) ,['Burundi'],Enforced disappearance,"['Human rights defenders & activists', 'Disappeared persons', 'Youth & juveniles']","['Rule of law & impunity', 'Access to justice & remedy', 'Enforced disappearances', 'Transitional justice']",['Concerns/Observations']
 CAT/C/DNK/CO/8 (CAT 2023 ) ,['Denmark'],Extraterritorial incarceration,['Persons deprived of their liberty & detainees'],"['Equality & non-discrimination', 'Arbitrary arrest & detention', 'Right to health', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Conditions of detention']",['Concerns/Observations']
 CAT/C/KIR/CO/1 (CAT 2023 ) ,['Kiribati'],Monitoring of detention facilities,['Persons deprived of their liberty & detainees'],"['Ratification of & accession to international instruments', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Conditions of detention']",['Recommendations']
 CAT/C/SVN/CO/4 (CAT 2023 ) ,['Slovenia'],"Complaints, investigation and prosecution of acts of torture and ill-treatment","['Medical staff / health professionals', 'Public officials', 'Judges, lawyers and prosecutors', 'Persons deprived of their liberty & detainees']","['Rule of law & impunity', 'Administration of justice & fair trial', 'Human rights education, trainings & awareness raising', 'Right to health', 'Constitutional & legislative framework', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Data collection & research', 'Conditions of detention']",['Recommendations']
 CAT/C/EGY/CO/5 (CAT 2023 ) ,['Egypt'],Fundamental legal safeguards,"['Vulnerable persons/groups', 'Judges, lawyers and prosecutors', 'Persons deprived of their liberty & detainees']","['Rule of law & impunity', 'Administration of justice & fair trial', ' Human rights & counter-terrorism', 'Constitutional & legislative framework', 'Ratification of & accession to international instruments', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Conditions of detention', 'Derogation & state of emergency']",['Concerns/Observations']
 CAT/C/BDI/CO/3 (CAT 2023 ) ,['Burundi'],Enforced disappearance,"['Disappeared persons', 'Law enforcement / police & prison officials']","['Administration of justice & fair trial', 'Enforced disappearances', 'Ratification of & accession to international instruments']",['Recommendations']
 CAT/C/DNK/CO/8 (CAT 2023 ) ,['Denmark'],Extraterritorial incarceration,['Persons deprived of their liberty & detainees'],"['Equality & non-discrimination', 'Right to health', 'Conditions of detention']",['Recommendations']
 CAT/C/EGY/CO/5 (CAT 2023 ) ,['Egypt'],Fundamental legal safeguards,"['Law enforcement / police & prison officials', 'Medical staff / health professionals', 'Public officials', 'Judges, lawyers and prosecutors', 'Persons deprived of their liberty & detainees']","['Rule of law & impunity', 'Administration of justice & fair trial', 'Human rights education, trainings & awareness raising', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Conditions of detention']",['Recommendations']
 CAT/C/DNK/CO/8 (CAT 2023 ) ,['Denmark'],Conditions of detention,"['Medical staff / health professionals', 'Persons deprived of their liberty & detainees']","['Administration of justice & fair trial', 'Right to health', 'Constitutional & legislative framework', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', 'Conditions of detention', 'Right to education']",['Concerns/Observations']
 CAT/C/CRI/CO/3 (CAT 2023 ) ,['Costa Rica'],Women in detention,"['Law enforcement / police & prison officials', 'Women & girls', 'Persons deprived of their liberty & detainees']","['Right to health', 'Conditions of detention', 'Sexual & reproductive health and rights']",['Concerns/Observations']
 CAT/C/CRI/CO/3 (CAT 2023 ) ,['Costa Rica'],Women in detention,"['Law enforcement / police & prison officials', 'Women & girls', 'Persons deprived of their liberty & detainees']","['Right to health', 'Conditions of detention']",['Recommendations']
 CAT/C/KIR/CO/1 (CAT 2023 ) ,['Kiribati'],National human rights institution,['not provided'],"['National Human Rights Institution (NHRI)', 'Budget & resources (for human rights implementation)']",['Concerns/Observations']
 CAT/C/CRI/CO/3 (CAT 2023 ) ,['Costa Rica'],Prison violence and deaths in custody,['Persons deprived of their liberty & detainees'],"['Right to life', 'National Human Rights Action Plans (or specific areas) / implementation plans']",['Concerns/Observations']
 CAT/C/KIR/CO/1 (CAT 2023 ) ,['Kiribati'],National human rights institution,['not provided'],['National Human Rights Institution (NHRI)'],['Recommendations']
 CAT/C/KIR/CO/1 (CAT 2023 ) ,['Kiribati'],Training,"['Law enforcement / police & prison officials', 'Women & girls', 'Persons deprived of their liberty & detainees']","['Violence against women', 'Human rights education, trainings & awareness raising', 'Constitutional & legislative framework', 'Ratification of & accession to international instruments', 'Sexual & gender-based violence']",['Concerns/Observations']
 CAT/C/BDI/CO/3 (CAT 2023 ) ,['Burundi'],Acts of politically motivated violence perpetrated by the Imbonerakure,"['Human rights defenders & activists', 'Law enforcement / police & prison officials']","['Rule of law & impunity', 'Human rights education, trainings & awareness raising', 'Sexual & gender-based violence', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)', ' Civil & political rights - general measures of implementation']",['Concerns/Observations']
 CAT/C/SVN/CO/4 (CAT 2023 ) ,['Slovenia'],Excessive use of force by the police,['Law enforcement / police & prison officials'],"[' Right to physical & moral integrity', 'Cooperation & Follow up with Treaty Bodies', 'Right to peaceful assembly', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)']",['Concerns/Observations']
 CAT/C/CRI/CO/3 (CAT 2023 ) ,['Costa Rica'],Prison violence and deaths in custody,"['Law enforcement / police & prison officials', 'Persons deprived of their liberty & detainees']","['National Human Rights Action Plans (or specific areas) / implementation plans', 'Right to health', 'Budget & resources (for human rights implementation)']",['Recommendations']
 CAT/C/BDI/CO/3 (CAT 2023 ) ,['Burundi'],Acts of politically motivated violence perpetrated by the Imbonerakure,"['Law enforcement / police & prison officials', 'Military personnel']","['Rule of law & impunity', 'National Human Rights Action Plans (or specific areas) / implementation plans', 'International criminal & humanitarian law (including crimes against humanity, war crimes, genocide)']",['Recommendations']
 CAT/C/SVN/CO/4 (CAT 2023 ) ,['Slovenia'],Excessive use of force by the police,['Law enforcement / police & prison officials'],"[' Right to physical & moral integrity', 'Rule of law & impunity', 'Human rights education, trainings & awareness raising', 'Access to justice & remedy', 'Right to peaceful assembly', 'Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)']",['Recommendations']
