un-mechanism-code,un-mechanism,year,country,concerned-group,human-rights-theme,annotaion-type,term
A/H,Committee on the Rights of the Child, 2024,Germany,Minorities/ racial,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2024,Germany,Minorities/ racial,Legal & institutional reform,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2024,Germany,Minorities/ racial,"Human rights education, trainings & awareness raising",Recommendations,not provided
A/H,Committee on the Rights of the Child, 2024,Germany,Minorities/ racial,Racial discrimination,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2024,Germany,Minorities/ racial,Constitutional & legislative framework,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2024,Germany,Minorities/ racial,Ratification of & accession to international instruments,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2024,Germany,Minorities/ racial,Right to participate in public affairs & right to vote,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2024,Germany,Minorities/ racial, Participation of women in political & public life ,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2024,Germany,Minorities/ racial,Discrimination against women,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2024,Germany,ethnic,Equality & non-discrimination,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2024,Germany,ethnic,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2024,Germany,ethnic,Legal & institutional reform,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2024,Germany,ethnic,"Human rights education, trainings & awareness raising",Recommendations,not provided
A/H,Committee on the Rights of the Child, 2024,Germany,ethnic,Racial discrimination,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2024,Germany,ethnic,Constitutional & legislative framework,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2024,Germany,ethnic,Ratification of & accession to international instruments,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2024,Germany,ethnic,Right to participate in public affairs & right to vote,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2024,Germany,ethnic, Participation of women in political & public life ,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2024,Germany,ethnic,Discrimination against women,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2024,Germany,linguistic,Equality & non-discrimination,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2024,Germany,linguistic,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2024,Germany,linguistic,Legal & institutional reform,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2024,Germany,linguistic,"Human rights education, trainings & awareness raising",Recommendations,not provided
A/H,Committee on the Rights of the Child, 2024,Germany,linguistic,Racial discrimination,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2024,Germany,linguistic,Constitutional & legislative framework,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2024,Germany,linguistic,Ratification of & accession to international instruments,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2024,Germany,linguistic,Right to participate in public affairs & right to vote,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2024,Germany,linguistic, Participation of women in political & public life ,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2024,Germany,linguistic,Discrimination against women,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2024,Germany,religious or descent-based groups,Equality & non-discrimination,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2024,Germany,religious or descent-based groups,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2024,Germany,religious or descent-based groups,Legal & institutional reform,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2024,Germany,religious or descent-based groups,"Human rights education, trainings & awareness raising",Recommendations,not provided
A/H,Committee on the Rights of the Child, 2024,Germany,religious or descent-based groups,Racial discrimination,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2024,Germany,religious or descent-based groups,Constitutional & legislative framework,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2024,Germany,religious or descent-based groups,Ratification of & accession to international instruments,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2024,Germany,religious or descent-based groups,Right to participate in public affairs & right to vote,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2024,Germany,religious or descent-based groups, Participation of women in political & public life ,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2024,Germany,religious or descent-based groups,Discrimination against women,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2024,Germany,Persons with disabilities,Equality & non-discrimination,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2024,Germany,Persons with disabilities,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2024,Germany,Persons with disabilities,Legal & institutional reform,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2024,Germany,Persons with disabilities,"Human rights education, trainings & awareness raising",Recommendations,not provided
A/H,Committee on the Rights of the Child, 2024,Germany,Persons with disabilities,Racial discrimination,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2024,Germany,Persons with disabilities,Constitutional & legislative framework,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2024,Germany,Persons with disabilities,Ratification of & accession to international instruments,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2024,Germany,Persons with disabilities,Right to participate in public affairs & right to vote,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2024,Germany,Persons with disabilities, Participation of women in political & public life ,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2024,Germany,Persons with disabilities,Discrimination against women,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2024,Germany,Refugees & asylum seekers,Equality & non-discrimination,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2024,Germany,Refugees & asylum seekers,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2024,Germany,Refugees & asylum seekers,Legal & institutional reform,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2024,Germany,Refugees & asylum seekers,"Human rights education, trainings & awareness raising",Recommendations,not provided
A/H,Committee on the Rights of the Child, 2024,Germany,Refugees & asylum seekers,Racial discrimination,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2024,Germany,Refugees & asylum seekers,Right to health,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2024,Germany,Migrants,Equality & non-discrimination,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2024,Germany,Migrants,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2024,Germany,Migrants,Legal & institutional reform,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2024,Germany,Migrants,"Human rights education, trainings & awareness raising",Recommendations,not provided
A/H,Committee on the Rights of the Child, 2024,Germany,Migrants,Racial discrimination,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2024,Germany,Migrants,Right to health,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2024,Germany,Lesbian,Equality & non-discrimination,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2024,Germany,Lesbian,Cultural rights,Recommendations,not provided
A/H,Committee on the Rights of the Child, 2024,Germany,Lesbian,Legal & institutional reform,Recommendations,not provided
