un-mechanism-code,un-mechanism,year,country,concerned-group,human-rights-theme,annotaion-type,term
CAT,Committee against Torture, 2024,Republic of Korea,Persons deprived of their liberty & detainees,"Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)",Recommendations,Investigation into allegations of torture and independent complaint mechanism
CAT,Committee against Torture, 2024,Republic of Korea,Persons deprived of their liberty & detainees,Data collection & research,Recommendations,Investigation into allegations of torture and independent complaint mechanism
CAT,Committee against Torture, 2024,Republic of Korea,Persons deprived of their liberty & detainees,Conditions of detention,Recommendations,Investigation into allegations of torture and independent complaint mechanism
CAT,Committee against Torture, 2024,Republic of Korea,Law enforcement / police & prison officials,Administration of justice & fair trial,Concerns/Observations,Training
CAT,Committee against Torture, 2024,Republic of Korea,Law enforcement / police & prison officials,"Human rights education, trainings & awareness raising",Concerns/Observations,Training
CAT,Committee against Torture, 2024,Republic of Korea,Law enforcement / police & prison officials,Right to health,Concerns/Observations,Training
CAT,Committee against Torture, 2024,Republic of Korea,Law enforcement / police & prison officials,Constitutional & legislative framework,Concerns/Observations,Training
CAT,Committee against Torture, 2024,Republic of Korea,Law enforcement / police & prison officials,"Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)",Concerns/Observations,Training
CAT,Committee against Torture, 2024,Republic of Korea,Judges,Administration of justice & fair trial,Concerns/Observations,Training
CAT,Committee against Torture, 2024,Republic of Korea,Judges,"Human rights education, trainings & awareness raising",Concerns/Observations,Training
CAT,Committee against Torture, 2024,Republic of Korea,Judges,Right to health,Concerns/Observations,Training
CAT,Committee against Torture, 2024,Republic of Korea,Judges,Constitutional & legislative framework,Concerns/Observations,Training
CAT,Committee against Torture, 2024,Republic of Korea,Judges,"Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)",Concerns/Observations,Training
CAT,Committee against Torture, 2024,Republic of Korea,lawyers,Administration of justice & fair trial,Concerns/Observations,Training
CAT,Committee against Torture, 2024,Republic of Korea,lawyers,"Human rights education, trainings & awareness raising",Concerns/Observations,Training
CAT,Committee against Torture, 2024,Republic of Korea,lawyers,Right to health,Concerns/Observations,Training
CAT,Committee against Torture, 2024,Republic of Korea,lawyers,Constitutional & legislative framework,Concerns/Observations,Training
CAT,Committee against Torture, 2024,Republic of Korea,lawyers,"Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)",Concerns/Observations,Training
CAT,Committee against Torture, 2024,Republic of Korea,prosecutors,Administration of justice & fair trial,Concerns/Observations,Training
CAT,Committee against Torture, 2024,Republic of Korea,prosecutors,"Human rights education, trainings & awareness raising",Concerns/Observations,Training
CAT,Committee against Torture, 2024,Republic of Korea,prosecutors,Right to health,Concerns/Observations,Training
CAT,Committee against Torture, 2024,Republic of Korea,prosecutors,Constitutional & legislative framework,Concerns/Observations,Training
CAT,Committee against Torture, 2024,Republic of Korea,prosecutors,"Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)",Concerns/Observations,Training
CAT,Committee against Torture, 2024,Republic of Korea,Military personnel,Administration of justice & fair trial,Concerns/Observations,Training
CAT,Committee against Torture, 2024,Republic of Korea,Military personnel,"Human rights education, trainings & awareness raising",Concerns/Observations,Training
CAT,Committee against Torture, 2024,Republic of Korea,Military personnel,Right to health,Concerns/Observations,Training
CAT,Committee against Torture, 2024,Republic of Korea,Military personnel,Constitutional & legislative framework,Concerns/Observations,Training
CAT,Committee against Torture, 2024,Republic of Korea,Military personnel,"Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)",Concerns/Observations,Training
CAT,Committee against Torture, 2024,Republic of Korea,Law enforcement / police & prison officials,Rule of law & impunity,Recommendations,Training
CAT,Committee against Torture, 2024,Republic of Korea,Law enforcement / police & prison officials,"Human rights education, trainings & awareness raising",Recommendations,Training
CAT,Committee against Torture, 2024,Republic of Korea,Law enforcement / police & prison officials,Constitutional & legislative framework,Recommendations,Training
CAT,Committee against Torture, 2024,Republic of Korea,Law enforcement / police & prison officials,"Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)",Recommendations,Training
CAT,Committee against Torture, 2024,Republic of Korea,Law enforcement / police & prison officials,Conditions of detention,Recommendations,Training
CAT,Committee against Torture, 2024,Republic of Korea,Medical staff / health professionals,Rule of law & impunity,Recommendations,Training
CAT,Committee against Torture, 2024,Republic of Korea,Medical staff / health professionals,"Human rights education, trainings & awareness raising",Recommendations,Training
CAT,Committee against Torture, 2024,Republic of Korea,Medical staff / health professionals,Constitutional & legislative framework,Recommendations,Training
CAT,Committee against Torture, 2024,Republic of Korea,Medical staff / health professionals,"Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)",Recommendations,Training
CAT,Committee against Torture, 2024,Republic of Korea,Medical staff / health professionals,Conditions of detention,Recommendations,Training
CAT,Committee against Torture, 2024,Republic of Korea,Public officials,Rule of law & impunity,Recommendations,Training
CAT,Committee against Torture, 2024,Republic of Korea,Public officials,"Human rights education, trainings & awareness raising",Recommendations,Training
CAT,Committee against Torture, 2024,Republic of Korea,Public officials,Constitutional & legislative framework,Recommendations,Training
CAT,Committee against Torture, 2024,Republic of Korea,Public officials,"Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)",Recommendations,Training
CAT,Committee against Torture, 2024,Republic of Korea,Public officials,Conditions of detention,Recommendations,Training
CAT,Committee against Torture, 2024,Republic of Korea,Judges,Rule of law & impunity,Recommendations,Training
CAT,Committee against Torture, 2024,Republic of Korea,Judges,"Human rights education, trainings & awareness raising",Recommendations,Training
CAT,Committee against Torture, 2024,Republic of Korea,Judges,Constitutional & legislative framework,Recommendations,Training
CAT,Committee against Torture, 2024,Republic of Korea,Judges,"Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)",Recommendations,Training
CAT,Committee against Torture, 2024,Republic of Korea,Judges,Conditions of detention,Recommendations,Training
CAT,Committee against Torture, 2024,Republic of Korea,lawyers,Rule of law & impunity,Recommendations,Training
CAT,Committee against Torture, 2024,Republic of Korea,lawyers,"Human rights education, trainings & awareness raising",Recommendations,Training
CAT,Committee against Torture, 2024,Republic of Korea,lawyers,Constitutional & legislative framework,Recommendations,Training
CAT,Committee against Torture, 2024,Republic of Korea,lawyers,"Prohibition of torture & ill-treatment (including cruel, inhuman or degrading treatment)",Recommendations,Training
CAT,Committee against Torture, 2024,Republic of Korea,lawyers,Conditions of detention,Recommendations,Training
CAT,Committee against Torture, 2024,Republic of Korea,prosecutors,Rule of law & impunity,Recommendations,Training
